"id","amascat","biscat","measure","value"
606,"lo","hi","bis",2.16666666666667
607,"hi","lo","bis",2
608,"hi","lo","bis",2
609,"hi","hi","bis",2.43333333333333
610,"lo","lo","bis",1.8
611,"lo","lo","bis",1.73333333333333
612,"lo","lo","bis",2.03333333333333
613,"lo","hi","bis",2.36666666666667
614,"lo","lo","bis",1.76666666666667
615,"lo","hi","bis",2.13333333333333
616,"lo","lo","bis",2.1
617,"hi","lo","bis",1.9
618,"lo","lo","bis",1.73333333333333
619,"lo","hi","bis",2.36666666666667
620,"hi","lo","bis",1.93333333333333
621,"lo","hi","bis",2.3
622,"hi","hi","bis",2.46666666666667
625,"lo","lo","bis",1.93333333333333
626,"hi","hi","bis",2.36666666666667
627,"hi","lo","bis",1.7
628,"hi","lo","bis",1.9
629,"hi","hi","bis",2.36666666666667
630,"hi","hi","bis",2.26666666666667
631,"hi","hi","bis",2.56666666666667
632,"hi","lo","bis",2.1
633,"lo","hi","bis",2.13333333333333
634,"hi","hi","bis",2.56666666666667
635,"lo","hi","bis",2.63333333333333
636,"hi","hi","bis",2.16666666666667
637,"hi","lo","bis",1.9
638,"lo","hi","bis",2.23333333333333
640,"lo","lo","bis",2.03333333333333
641,"lo","lo","bis",2.1
642,"hi","hi","bis",2.23333333333333
643,"lo","lo","bis",1.7
644,"hi","lo","bis",1.36666666666667
645,"lo","lo","bis",2.1
646,"lo","lo","bis",1.83333333333333
647,"hi","lo","bis",1.93333333333333
648,"hi","lo","bis",1.8
649,"hi","hi","bis",2.33333333333333
650,"lo","lo","bis",1.63333333333333
651,"lo","lo","bis",1.5
652,"hi","lo","bis",2.06666666666667
653,"lo","hi","bis",2.53333333333333
654,"lo","hi","bis",2.26666666666667
655,"lo","lo","bis",1.66666666666667
602,"hi","lo","easymathtime",3498.1
603,"hi","hi","easymathtime",2817.9625
604,"hi","hi","easymathtime",3428.0875
605,"lo","lo","easymathtime",3666.1125
606,"lo","hi","easymathtime",2180.8375
607,"hi","lo","easymathtime",2565.7125
608,"hi","lo","easymathtime",4269.8125
609,"hi","hi","easymathtime",4126.3375
610,"lo","lo","easymathtime",2533.425
611,"lo","lo","easymathtime",3475.4375
612,"lo","lo","easymathtime",2580.85
613,"lo","hi","easymathtime",2652.425
614,"lo","lo","easymathtime",2425.7
615,"lo","hi","easymathtime",3005.225
616,"lo","lo","easymathtime",2030.4125
617,"hi","lo","easymathtime",4876.525
618,"lo","lo","easymathtime",2257.1125
619,"lo","hi","easymathtime",2230.8125
620,"hi","lo","easymathtime",3475.0375
621,"lo","hi","easymathtime",2494.5375
622,"hi","hi","easymathtime",3854.2
625,"lo","lo","easymathtime",3669.8625
626,"hi","hi","easymathtime",4207.3375
627,"hi","lo","easymathtime",3274.7625
628,"hi","lo","easymathtime",2242.175
629,"hi","hi","easymathtime",3629.9
630,"hi","hi","easymathtime",3837.825
631,"hi","hi","easymathtime",3683.55
632,"hi","lo","easymathtime",2478.4625
633,"lo","hi","easymathtime",3790.0875
634,"hi","hi","easymathtime",3888.6375
635,"lo","hi","easymathtime",4047.5
636,"hi","hi","easymathtime",3804.725
637,"hi","lo","easymathtime",2841.5125
638,"lo","hi","easymathtime",2671.05
640,"lo","lo","easymathtime",3725.575
641,"lo","lo","easymathtime",2363.5625
642,"hi","hi","easymathtime",3650.55
643,"lo","lo","easymathtime",3002.8125
644,"hi","lo","easymathtime",3781.55
645,"lo","lo","easymathtime",3042.225
646,"lo","lo","easymathtime",2382.7875
647,"hi","lo","easymathtime",2869.0125
648,"hi","lo","easymathtime",2314.9375
649,"hi","hi","easymathtime",4271.9375
650,"lo","lo","easymathtime",2634.5125
651,"lo","lo","easymathtime",2226.8625
652,"hi","lo","easymathtime",2815.15
653,"lo","hi","easymathtime",2098.6125
654,"lo","hi","easymathtime",3475.85
655,"lo","lo","easymathtime",3472.9125
602,"hi","lo","hardmathtime",4786.9
603,"hi","hi","hardmathtime",3595.125
604,"hi","hi","hardmathtime",5090.1
605,"lo","lo","hardmathtime",4436.7625
606,"lo","hi","hardmathtime",4623.45
607,"hi","lo","hardmathtime",4251.2625
608,"hi","lo","hardmathtime",3632.1
609,"hi","hi","hardmathtime",3087.225
610,"lo","lo","hardmathtime",4369.35
611,"lo","lo","hardmathtime",4041.575
612,"lo","lo","hardmathtime",4568.375
613,"lo","hi","hardmathtime",3955.35
614,"lo","lo","hardmathtime",4622.9
615,"lo","hi","hardmathtime",4232.8875
616,"lo","lo","hardmathtime",3856.325
617,"hi","lo","hardmathtime",3956.5
618,"lo","lo","hardmathtime",4017.05
619,"lo","hi","hardmathtime",4080.0125
620,"hi","lo","hardmathtime",3368.9125
621,"lo","hi","hardmathtime",4802.5625
622,"hi","hi","hardmathtime",2984.0125
625,"lo","lo","hardmathtime",4608.8375
626,"hi","hi","hardmathtime",2747.3125
627,"hi","lo","hardmathtime",4507.7375
628,"hi","lo","hardmathtime",3820.725
629,"hi","hi","hardmathtime",4447.5
630,"hi","hi","hardmathtime",4302.45
631,"hi","hi","hardmathtime",2401.125
632,"hi","lo","hardmathtime",3371.8125
633,"lo","hi","hardmathtime",4371.8125
634,"hi","hi","hardmathtime",4764.7125
635,"lo","hi","hardmathtime",4072.1625
636,"hi","hi","hardmathtime",3735.975
637,"hi","lo","hardmathtime",4412.0375
638,"lo","hi","hardmathtime",4099.0625
640,"lo","lo","hardmathtime",4205.1875
641,"lo","lo","hardmathtime",3135.5875
642,"hi","hi","hardmathtime",3853.25
643,"lo","lo","hardmathtime",4973.125
644,"hi","lo","hardmathtime",4075.6875
645,"lo","lo","hardmathtime",4178.7875
646,"lo","lo","hardmathtime",4237.775
647,"hi","lo","hardmathtime",4206.2875
648,"hi","lo","hardmathtime",4795.4625
649,"hi","hi","hardmathtime",4021.4625
650,"lo","lo","hardmathtime",4289.825
651,"lo","lo","hardmathtime",3393.05
652,"hi","lo","hardmathtime",3828.65
653,"lo","hi","hardmathtime",3968.6125
654,"lo","hi","hardmathtime",4975.0125
655,"lo","lo","hardmathtime",4033.8125
602,"hi","lo","easyverbaltime",2350.8
603,"hi","hi","easyverbaltime",1771.3875
604,"hi","hi","easyverbaltime",2820.7625
605,"lo","lo","easyverbaltime",2400.8
606,"lo","hi","easyverbaltime",1793.3875
607,"hi","lo","easyverbaltime",2110.7
608,"hi","lo","easyverbaltime",2115.15
609,"hi","hi","easyverbaltime",2375.3875
610,"lo","lo","easyverbaltime",2296.6625
611,"lo","lo","easyverbaltime",2867.5
612,"lo","lo","easyverbaltime",1898.6625
613,"lo","hi","easyverbaltime",2228.1875
614,"lo","lo","easyverbaltime",1578.45
615,"lo","hi","easyverbaltime",2100.425
616,"lo","lo","easyverbaltime",1825.2125
617,"hi","lo","easyverbaltime",3673.375
618,"lo","lo","easyverbaltime",1568.2875
619,"lo","hi","easyverbaltime",1968.575
620,"hi","lo","easyverbaltime",2225.6625
621,"lo","hi","easyverbaltime",1746.2375
622,"hi","hi","easyverbaltime",1480.6875
625,"lo","lo","easyverbaltime",2944.6625
626,"hi","hi","easyverbaltime",2645.65
627,"hi","lo","easyverbaltime",2368.275
628,"hi","lo","easyverbaltime",1743.6625
629,"hi","hi","easyverbaltime",2011.525
630,"hi","hi","easyverbaltime",2602.3875
631,"hi","hi","easyverbaltime",1875.3125
632,"hi","lo","easyverbaltime",3230.35
633,"lo","hi","easyverbaltime",2328.2125
634,"hi","hi","easyverbaltime",1790.15
635,"lo","hi","easyverbaltime",2033
636,"hi","hi","easyverbaltime",1775.675
637,"hi","lo","easyverbaltime",2483.6125
638,"lo","hi","easyverbaltime",1619.625
640,"lo","lo","easyverbaltime",1931.2
641,"lo","lo","easyverbaltime",1853.675
642,"hi","hi","easyverbaltime",2458.325
643,"lo","lo","easyverbaltime",2476.775
644,"hi","lo","easyverbaltime",2848.6875
645,"lo","lo","easyverbaltime",3186.425
646,"lo","lo","easyverbaltime",2025.4875
647,"hi","lo","easyverbaltime",2128.525
648,"hi","lo","easyverbaltime",2424.7875
649,"hi","hi","easyverbaltime",2332.9875
650,"lo","lo","easyverbaltime",2558.45
651,"lo","lo","easyverbaltime",2569.9
652,"hi","lo","easyverbaltime",2025.25
653,"lo","hi","easyverbaltime",2114.5625
654,"lo","hi","easyverbaltime",1973.3
655,"lo","lo","easyverbaltime",2485.4625
602,"hi","lo","hardverbaltime",3465.8875
603,"hi","hi","hardverbaltime",2898.875
604,"hi","hi","hardverbaltime",4710.25
605,"lo","lo","hardverbaltime",3837.1125
606,"lo","hi","hardverbaltime",3376
607,"hi","lo","hardverbaltime",2813.975
608,"hi","lo","hardverbaltime",3658.7375
609,"hi","hi","hardverbaltime",4803.2125
610,"lo","lo","hardverbaltime",3723.5125
611,"lo","lo","hardverbaltime",3253.6
612,"lo","lo","hardverbaltime",3205.825
613,"lo","hi","hardverbaltime",2369.7625
614,"lo","lo","hardverbaltime",3915.8375
615,"lo","hi","hardverbaltime",3673.6875
616,"lo","lo","hardverbaltime",3046.45
617,"hi","lo","hardverbaltime",3381.0125
618,"lo","lo","hardverbaltime",3411.8875
619,"lo","hi","hardverbaltime",3295.3125
620,"hi","lo","hardverbaltime",3406.2375
621,"lo","hi","hardverbaltime",3036.225
622,"hi","hi","hardverbaltime",1541.1
625,"lo","lo","hardverbaltime",3845.15
626,"hi","hi","hardverbaltime",2939.425
627,"hi","lo","hardverbaltime",3742.3125
628,"hi","lo","hardverbaltime",2164.7625
629,"hi","hi","hardverbaltime",3388.15
630,"hi","hi","hardverbaltime",3649.9
631,"hi","hi","hardverbaltime",2418.45
632,"hi","lo","hardverbaltime",4073.025
633,"lo","hi","hardverbaltime",2625.4625
634,"hi","hi","hardverbaltime",4560.4375
635,"lo","hi","hardverbaltime",4068.9125
636,"hi","hi","hardverbaltime",3610.6625
637,"hi","lo","hardverbaltime",3934.925
638,"lo","hi","hardverbaltime",2519.5875
640,"lo","lo","hardverbaltime",3587.9125
641,"lo","lo","hardverbaltime",3588.7375
642,"hi","hi","hardverbaltime",4151.7625
643,"lo","lo","hardverbaltime",2959.1
644,"hi","lo","hardverbaltime",3361.8
645,"lo","lo","hardverbaltime",3858.9
646,"lo","lo","hardverbaltime",3215.3125
647,"hi","lo","hardverbaltime",3606.3125
648,"hi","lo","hardverbaltime",3096.3375
649,"hi","hi","hardverbaltime",3429.2125
650,"lo","lo","hardverbaltime",2548.2
651,"lo","lo","hardverbaltime",3563.15
652,"hi","lo","hardverbaltime",3308.625
653,"lo","hi","hardverbaltime",3146.8875
654,"lo","hi","hardverbaltime",3669.5375
655,"lo","lo","hardverbaltime",3623.25
602,"hi","lo","easymathcorrect",8
603,"hi","hi","easymathcorrect",6
604,"hi","hi","easymathcorrect",6
605,"lo","lo","easymathcorrect",7
606,"lo","hi","easymathcorrect",8
607,"hi","lo","easymathcorrect",8
608,"hi","lo","easymathcorrect",6
609,"hi","hi","easymathcorrect",6
610,"lo","lo","easymathcorrect",8
611,"lo","lo","easymathcorrect",6
612,"lo","lo","easymathcorrect",8
613,"lo","hi","easymathcorrect",8
614,"lo","lo","easymathcorrect",8
615,"lo","hi","easymathcorrect",5
616,"lo","lo","easymathcorrect",8
617,"hi","lo","easymathcorrect",4
618,"lo","lo","easymathcorrect",7
619,"lo","hi","easymathcorrect",8
620,"hi","lo","easymathcorrect",6
621,"lo","hi","easymathcorrect",7
622,"hi","hi","easymathcorrect",5
625,"lo","lo","easymathcorrect",5
626,"hi","hi","easymathcorrect",5
627,"hi","lo","easymathcorrect",7
628,"hi","lo","easymathcorrect",7
629,"hi","hi","easymathcorrect",7
630,"hi","hi","easymathcorrect",7
631,"hi","hi","easymathcorrect",1
632,"hi","lo","easymathcorrect",6
633,"lo","hi","easymathcorrect",4
634,"hi","hi","easymathcorrect",7
635,"lo","hi","easymathcorrect",7
636,"hi","hi","easymathcorrect",6
637,"hi","lo","easymathcorrect",7
638,"lo","hi","easymathcorrect",8
640,"lo","lo","easymathcorrect",6
641,"lo","lo","easymathcorrect",8
642,"hi","hi","easymathcorrect",8
643,"lo","lo","easymathcorrect",8
644,"hi","lo","easymathcorrect",7
645,"lo","lo","easymathcorrect",6
646,"lo","lo","easymathcorrect",8
647,"hi","lo","easymathcorrect",8
648,"hi","lo","easymathcorrect",7
649,"hi","hi","easymathcorrect",4
650,"lo","lo","easymathcorrect",6
651,"lo","lo","easymathcorrect",8
652,"hi","lo","easymathcorrect",7
653,"lo","hi","easymathcorrect",7
654,"lo","hi","easymathcorrect",6
655,"lo","lo","easymathcorrect",8
602,"hi","lo","hardmathcorrect",2
603,"hi","hi","hardmathcorrect",4
604,"hi","hi","hardmathcorrect",0
605,"lo","lo","hardmathcorrect",4
606,"lo","hi","hardmathcorrect",6
607,"hi","lo","hardmathcorrect",4
608,"hi","lo","hardmathcorrect",2
609,"hi","hi","hardmathcorrect",4
610,"lo","lo","hardmathcorrect",6
611,"lo","lo","hardmathcorrect",4
612,"lo","lo","hardmathcorrect",5
613,"lo","hi","hardmathcorrect",4
614,"lo","lo","hardmathcorrect",3
615,"lo","hi","hardmathcorrect",1
616,"lo","lo","hardmathcorrect",5
617,"hi","lo","hardmathcorrect",2
618,"lo","lo","hardmathcorrect",6
619,"lo","hi","hardmathcorrect",5
620,"hi","lo","hardmathcorrect",4
621,"lo","hi","hardmathcorrect",4
622,"hi","hi","hardmathcorrect",4
625,"lo","lo","hardmathcorrect",2
626,"hi","hi","hardmathcorrect",4
627,"hi","lo","hardmathcorrect",5
628,"hi","lo","hardmathcorrect",3
629,"hi","hi","hardmathcorrect",4
630,"hi","hi","hardmathcorrect",2
631,"hi","hi","hardmathcorrect",5
632,"hi","lo","hardmathcorrect",4
633,"lo","hi","hardmathcorrect",5
634,"hi","hi","hardmathcorrect",1
635,"lo","hi","hardmathcorrect",4
636,"hi","hi","hardmathcorrect",3
637,"hi","lo","hardmathcorrect",5
638,"lo","hi","hardmathcorrect",4
640,"lo","lo","hardmathcorrect",4
641,"lo","lo","hardmathcorrect",4
642,"hi","hi","hardmathcorrect",5
643,"lo","lo","hardmathcorrect",4
644,"hi","lo","hardmathcorrect",5
645,"lo","lo","hardmathcorrect",3
646,"lo","lo","hardmathcorrect",0
647,"hi","lo","hardmathcorrect",3
648,"hi","lo","hardmathcorrect",5
649,"hi","hi","hardmathcorrect",4
650,"lo","lo","hardmathcorrect",4
651,"lo","lo","hardmathcorrect",3
652,"hi","lo","hardmathcorrect",5
653,"lo","hi","hardmathcorrect",6
654,"lo","hi","hardmathcorrect",1
655,"lo","lo","hardmathcorrect",5
602,"hi","lo","easyverbalcorrect",8
603,"hi","hi","easyverbalcorrect",7
604,"hi","hi","easyverbalcorrect",4
605,"lo","lo","easyverbalcorrect",8
606,"lo","hi","easyverbalcorrect",8
607,"hi","lo","easyverbalcorrect",7
608,"hi","lo","easyverbalcorrect",5
609,"hi","hi","easyverbalcorrect",5
610,"lo","lo","easyverbalcorrect",5
611,"lo","lo","easyverbalcorrect",5
612,"lo","lo","easyverbalcorrect",7
613,"lo","hi","easyverbalcorrect",7
614,"lo","lo","easyverbalcorrect",7
615,"lo","hi","easyverbalcorrect",8
616,"lo","lo","easyverbalcorrect",8
617,"hi","lo","easyverbalcorrect",5
